REGIONE;PROVINCIA;DENOMINAZIONEISTITUTORIFERIMENTO;CODICESCUOLA;DENOMINAZIONESCUOLA;INDIRIZZOSCUOLA;CAPSCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;SITOWEBSCUOLA
SICILIA;SIRACUSA;IST.ISTR.SUPERIORE PALAZZOLO ACREIDE;SRSL00301C;LICEO ARTISTICO DI PALAZZOLO;VIA G. FAVA;96010;PALAZZOLO ACREIDE;LICEO ARTISTICO;SRIS003005@istruzione.it;Non Disponibile;www.polivantepalazzolo.com
SICILIA;SIRACUSA;"IV I.C. ""D. COSTA"" AUGUSTA";SREE831017;"IV I.C. ""D. COSTA"" AUGUSTA";PL. BORGATA - VIA G. DI VITTORIO 23;96011;AUGUSTA;SCUOLA PRIMARIA;SRIC831005@istruzione.it;Non Disponibile;www.4istitutocosta.gov.it
SICILIA;SIRACUSA;"IV I.C. ""G. AURISPA"" NOTO";SRAA85902V;"IV I.C. NOTO ""CARLO COLLODI""";VIA PLATONE;96017;NOTO;SCUOLA INFANZIA;SRIC859001@istruzione.it;Non Disponibile;www.aurispanoto.gov.it
SICILIA;SIRACUSA;"IV I.C. ""G. MARCONI"" LENTINI";SREE852018;"IV I.C. ""G. MARCONI"" LENTINI";BOTTIGLIERI - VIA FEDERICO DI SVEVIA;96016;LENTINI;SCUOLA PRIMARIA;SRIC852006@istruzione.it;Non Disponibile;4comprensivomarconi.gov.it
SICILIA;SIRACUSA;"IV I.C. ""G. VERGA"" SIRACUSA";SRAA802023;"IV I.C. ""G. VERGA"" SIRACUSA";VIALE TICA 167 (COMPLESSO PALANO);96100;SIRACUSA;SCUOLA INFANZIA;SRIC802005@istruzione.it;Non Disponibile;www.4icvergasr.it
SICILIA;SIRACUSA;"IV I.C. ""QUASIMODO"" FLORIDIA";SRIC824002;"IV I.C. ""QUASIMODO"" FLORIDIA";VIALE VITTORIO VENETO 92;96014;FLORIDIA;ISTITUTO COMPRENSIVO;SRIC824002@istruzione.it;sric824002@pec.istruzione.it;Non Disponibile
SICILIA;SIRACUSA;"IV I.C. ""V. BRANCATI"" PACHINO";SRAA85503L;"IV I.C.""PLESSO SGROI """;PIAZZA VERDI1;96018;PACHINO;SCUOLA INFANZIA;SRIC85500N@istruzione.it;Non Disponibile;www.icbrancatipachino.it
SICILIA;SIRACUSA;L. EINAUDI;SRIS029009;L. EINAUDI;VIA CANONICO NUNZIO AGNELLO S.N.;96100;SIRACUSA;ISTITUTO SUPERIORE;SRIS029009@istruzione.it;sris029009@pec.istruzione.it;Non Disponibile
SICILIA;SIRACUSA;"L.S. E L. SC. UM.""O.M.CORBINO"" SIRACUSA";SRPS14000A;"L.S. E L. SC. UM.""O.M.CORBINO"" SIRACUSA";V.LE REG. MARGHERITA 16;96100;SIRACUSA;LICEO SCIENTIFICO;SRPS14000A@istruzione.it;srps14000a@pec.istruzione.it;www.liceocorbinosiracusa.gov.it
SICILIA;SIRACUSA;MEGARA (SEZIONE SCIENTIFICA ANNESSA);SRPC070006;MEGARA (SEZIONE SCIENTIFICA ANNESSA);VIA STRAZZULLA 10;96011;AUGUSTA;LICEO CLASSICO;SRPC070006@istruzione.it;srpc070006@pec.istruzione.it;www.liceomegara.gov.it
SICILIA;SIRACUSA;MICHELANGELO BARTOLO;SRTF01451D;"I.T.I.""BARTOLO"" SERALE";VIA FIUME;96018;PACHINO;ISTITUTO TECNICO INDUSTRIALE;SRIS01400G@istruzione.it;Non Disponibile;www.primopachino.it
SICILIA;SIRACUSA;PAOLO CALLERI;SRRA02101P;"""PAOLO CALLERI"" IPSASR-IPSEOA-IPSSS";VIALE FORTUNA SN;96018;PACHINO;IST PROF PER L'AGRICOLTURA E L'AMBIENTE;SRIS02100P@istruzione.it;Non Disponibile;www.istitutocallerimarzamemi.gov.it
SICILIA;SIRACUSA;"TERZO I.C. ""F. MAIORE"" - NOTO";SRAA858012;3^I.C.NOTO BENEDETTO DA NORCIA;VIA ROMA;96017;NOTO;SCUOLA INFANZIA;SRIC858005@istruzione.it;Non Disponibile;www.maiorenoto.gov.it
SICILIA;SIRACUSA;VII I.C. G.A. COSTANZO SIRACUSA;SRAA806019;7^I.C.SIRACUSA COSTANZO;VIA UNIONE SOVIETICA;96100;SIRACUSA;SCUOLA INFANZIA;SRIC80600C@istruzione.it;Non Disponibile;www.settimocostanzosr.edu.it
SICILIA;SIRACUSA;VIII I.C. E. VITTORINI SIRACUSA;SRAA829012;8^I.C.SIRACUSA MAZZANTI;VIA MAZZANTI;96100;SIRACUSA;SCUOLA INFANZIA;SRIC829005@istruzione.it;Non Disponibile;icvittorinisr.gov.it
SICILIA;SIRACUSA;"X I.C. "" E. GIARACA' "" SIRACUSA";SRAA81201L;"10^I.C.""E.GIARACA'""";VIA GELA;96100;SIRACUSA;SCUOLA INFANZIA;SRIC81200Q@istruzione.it;Non Disponibile;www.decimogiaraca.it
SICILIA;SIRACUSA;"XI I.C. ""ARCHIA"" SIRACUSA";SREE80703C;"XI I.C. ""ARCHIA"" SIRACUSA";VIA CALATABIANO;96100;SIRACUSA;SCUOLA PRIMARIA;SRIC807008@istruzione.it;Non Disponibile;undicesimosiracusa.gov.it
SICILIA;SIRACUSA;"XII I.C. ""V. BRANCATI"" SIRACUSA";SRMM808015;12^ I.C. G.GALILEI-BELVEDERE-;VIA CAVALIERI DI VITTORIO VENETO;96100;SIRACUSA;SCUOLA PRIMO GRADO;SRIC808004@istruzione.it;Non Disponibile;dodicesimosiracusa.gov.it
SICILIA;SIRACUSA;"XIII I.C.""ARCHIMEDE"" SIRACUSA";SRMM81301L;"XIII I.C. ""ARCHIMEDE"" SIRACUSA";VIA CADUTI DI NASSIRIYA 3;96100;SIRACUSA;SCUOLA PRIMO GRADO;SRIC81300G@istruzione.it;Non Disponibile;www.istitutocomprensivoarchimede.gov.it
SICILIA;SIRACUSA;"XIV I.C. ""K. WOJTYLA"" SIRACUSA";SREE811023;"XIV I.C. ""K. WOJTYLA"" SIRACUSA";PLESSO DI VIA TORINO 73;96100;SIRACUSA;SCUOLA PRIMARIA;SRIC81100X@istruzione.it;Non Disponibile;www.14comprensivosr.it
SICILIA;SIRACUSA;XV I.C. P. ORSI SIRACUSA;SRMM809011;15^ I.C. P.ORSI SR;PIAZZA DELLA REPUBBLICA 15;96100;SIRACUSA;SCUOLA PRIMO GRADO;SRIC80900X@istruzione.it;Non Disponibile;www.15icpaolorsi.gov.it
SICILIA;SIRACUSA;"XVI I.C. ""S. CHINDEMI"" SIRACUSA";SRAA810022;"XVI I.C. ""S. CHINDEMI"" SIRACUSA";PLESSO VIA ALCIBIADE 38;96100;SIRACUSA;SCUOLA INFANZIA;SRIC810004@istruzione.it;Non Disponibile;www.chindemi.gov
SICILIA;TRAPANI;"""A. DAMIANI"" MARSALA";TPRA01201Q;I.P. AGRICOLTURA E AMBIENTE MARSALA;VIA TRAPANI 218;91025;MARSALA;IST PROF PER L'AGRICOLTURA E L'AMBIENTE;TPIS01200Q@istruzione.it;Non Disponibile;www.istitutodamiani.edu.it
SICILIA;TRAPANI;"""G. GARIBALDI"" MARSALA";TPTD03000E;"""G. GARIBALDI"" MARSALA";VIA TRAPANI 306;91025;MARSALA;ISTITUTO TECNICO COMMERCIALE;TPTD03000E@istruzione.it;tptd03000e@pec.istruzione.it;www.itetgaribaldi.gov.it
SICILIA;TRAPANI;"""S. PELLEGRINO""";TPAA82007N;"SCUOLA INFANZIA ""BIRGI""";C/DA BIRGI NOVI N.126;Non Disponibile;MARSALA;SCUOLA INFANZIA;TPIC82000E@istruzione.it;Non Disponibile;www.icstefanopellegrino.gov.it
SICILIA;TRAPANI;AUDIOFONOLESI - MARSALA;TPVC020008;AUDIOFONOLESI - MARSALA;VIA GROTTA DEL TORO 21;91025;MARSALA;CONVITTO NAZIONALE;TPVC020008@istruzione.it;tpvc020008@pec.istruzione.it;Non Disponibile
SICILIA;TRAPANI;C. P. I. A. - TRAPANI;TPCT706005;"C.P.I.A. ""BAGOLINO""";VIA G. VERGA N.34/D;91011;ALCAMO;CENTRO TERRITORIALE;TPMM10200V@istruzione.it;Non Disponibile;Non Disponibile
SICILIA;TRAPANI;"CIRC. ""G.MARCONI"" TRAPANI";TPEE00401Q;G.MARCONI;VIA UGO BASSI2;91100;TRAPANI;SCUOLA PRIMARIA;TPEE00400P@istruzione.it;Non Disponibile;WWW.GUGLIELMOMARCONI.GOV.IT
SICILIA;TRAPANI;CONVITTO NAZIONALE ALBERGHIERO ERICE;TPVC03000V;CONVITTO NAZIONALE ALBERGHIERO ERICE;VIA CARVINI;91016;ERICE;CONVITTO ANNESSO;TPVC03000V@istruzione.it;Non Disponibile;Non Disponibile
SICILIA;TRAPANI;"DIR. DID. ""SAN GIOVANNI BOSCO""";TPAA01202E;"SCUOLA INFANZIA ""SAN G. BOSCO""";VIA PIA OPERA PASTORE N.67;91011;ALCAMO;SCUOLA INFANZIA;TPEE01200N@istruzione.it;Non Disponibile;www.ddsangiovannibosco.gov.it
SICILIA;TRAPANI;"DIR. DID. II CIRC. ""R.SETTIMO""";TPAA02705B;"SCUOLA INFANZIA ""B. CROCE""";PIAZZA BENEDETTO CROCE N.1;91022;CASTELVETRANO;SCUOLA INFANZIA;TPEE02700B@istruzione.it;Non Disponibile;www.2circolodidatticocastelvetrano.gov.it
SICILIA;TRAPANI;"DIREZ. DID. ""ANGELO D'AIETTI""";TPAA066041;"SCUOLA INFANZIA ""COLLODI""";VIA SALIBI S.N.C.;91017;PANTELLERIA;SCUOLA INFANZIA;TPEE066002@istruzione.it;Non Disponibile;www.circolodidatticopantelleria.gov.it
SICILIA;TRAPANI;"I. C. ""D.ALIGHIERI"" VALDERICE";TPAA83702T;ASILO PRIMAVERA;VIA MAZARA DEL VALLO 26;91019;VALDERICE;SCUOLA INFANZIA;TPIC83700X@istruzione.it;Non Disponibile;www.icdantealighierivalderice.it
SICILIA;TRAPANI;"I. C. ""G. MAZZINI"" ERICE";TPMM831012;"S.M. ""G. CASTRONOVO"" ERICE";VIA VECCHIA MARTOGNA N.35;91016;ERICE;SCUOLA PRIMO GRADO;TPIC831001@istruzione.it;Non Disponibile;WWW.MAZZINIERICE.GOV.IT
SICILIA;TRAPANI;"I. S. ""G. XXIII - COSENTINO""";TPRC02701C;"I.P.C. ""G. XXIII - COSENTINO"" MARSALA";VIA DEL FANTE 35;91025;MARSALA;IST PROF PER I SERVIZI COMMERCIALI E TURISTICI;TPIS02700D@istruzione.it;Non Disponibile;www.cosentinomarsala.it
SICILIA;TRAPANI;"I. S. ""V. ALMANZA""";TPIS00400R;"I. S. ""V. ALMANZA""";VIA NAPOLI N.32;91017;PANTELLERIA;ISTITUTO SUPERIORE;TPIS00400R@istruzione.it;tpis00400r@pec.istruzione.it;Non Disponibile
SICILIA;TRAPANI;"I.C ""ALCIDE DE GASPERI"" MARSALA";TPMM81601X;"S.M. ""A. DE GASPERI"" MARSALA";C/DA FORNARA N.1;91025;MARSALA;SCUOLA PRIMO GRADO;TPIC81600V@istruzione.it;Non Disponibile;www.icdegasperimarsala.gov.it
SICILIA;TRAPANI;"I.C ""NUNZIO NASI"" TRAPANI";TPAA84001L;"SCUOLA INFANZIA ""VILLA ROSINA""";VIA G. LA GRUTTA N.2;91100;TRAPANI;SCUOLA INFANZIA;TPIC84000Q@istruzione.it;Non Disponibile;www.scuolanunzionasi.gov.it
SICILIA;TRAPANI;"I.C. - ""SIRTORI"" MARSALA";TPEE845033;GIUDICE ROSARIO LIVATINO;VIA DANTE ALIGHIERI S.N.C.;91025;MARSALA;SCUOLA PRIMARIA;TPIC84500V@istruzione.it;Non Disponibile;WWW.ICBORSELLINOAJELLOMAZARA.GOV.IT
SICILIA;TRAPANI;"I.C. ""A. RALLO"" EX B.MINEO";TPEE80504N;"PLESSO ""E. PESTALOZZI""";VIA DANTE N.2;91023;FAVIGNANA;SCUOLA PRIMARIA;TPIC80500C@istruzione.it;Non Disponibile;www.icrallo.gov.it
SICILIA;TRAPANI;"I.C. ""CAPUANA-PARDO"" C/VETRANO";TPEE815015;"PLESSO ""NINO ATRIA""";VIA TRAPANI;91022;CASTELVETRANO;SCUOLA PRIMARIA;TPIC815003@istruzione.it;Non Disponibile;www.terzocircolocastelvetrano.gov.it
SICILIA;TRAPANI;"I.C. ""E. PERTINI""";TPEE84202E;"PLESSO ""VIA TERENZIO""";VIA TERENZIO S.N.C.;91100;TRAPANI;SCUOLA PRIMARIA;TPIC84200B@istruzione.it;Non Disponibile;WWW.ICPERTINITRAPANI.GOV.IT
SICILIA;TRAPANI;"I.C. ""F.VIVONA"" CALATAFIMI";TPEE81301D;"PLESSO ""DE AMICIS""";LARGO COSENTINO N.1;91013;CALATAFIMI-SEGESTA;SCUOLA PRIMARIA;TPIC81300B@istruzione.it;Non Disponibile;www.istitutocomprensivovivona.gov.it
SICILIA;TRAPANI;"I.C. ""G. PITRE - A. MANZONI""";TPEE81402A;"PLESSO ""G. PITRE'";VIA KENNEDY N.37;91014;CASTELLAMMARE DEL GOLFO;SCUOLA PRIMARIA;TPIC814007@istruzione.it;Non Disponibile;www.pitremanzoni.gov.it
SICILIA;TRAPANI;"I.C. ""G.G.CIACCIO MONTALTO""";TPAA836011;SCUOLA INFANZIA VIA ORTI;VIA ORTI N.62;91100;TRAPANI;SCUOLA INFANZIA;TPIC836004@istruzione.it;Non Disponibile;http//www.icciacciomontalto.gov.it/
SICILIA;TRAPANI;"I.C. ""G.GARIBALDI - G.PAOLO II""";TPEE829057;"PLESSO ""ULMI""";CONTRADA ULMI S.N.C.;91018;SALEMI;SCUOLA PRIMARIA;TPIC829001@istruzione.it;Non Disponibile;www.icgaribaldisalemi.it
SICILIA;TRAPANI;"I.C. ""G.PAGOTO"" ERICE";TPAA835026;"SCUOLA INFANZIIA ""G. PAOLO II""";VIA G. LA GRASSA S.N.C.;91016;ERICE;SCUOLA INFANZIA;TPIC835008@istruzione.it;Non Disponibile;www.icgpagoto.edu.it
SICILIA;TRAPANI;"I.C. ""G.PASCOLI - L.PIRANDELLO""";TPEE81906N;"PLESSO ""MIGNOSI""";VIA DELLA REPUBBLICA S.N.C.;91014;CASTELLAMMARE DEL GOLFO;SCUOLA PRIMARIA;TPIC81900A@istruzione.it;Non Disponibile;www.pascoli-pirandello.gov.it
SICILIA;TRAPANI;"I.C. ""GESUALDO NOSENGO""";TPEE80603C;"PLESSO ""FRANCESCO DE VITA""";VIALE FRANCESCO DE VITA;91020;PETROSINO;SCUOLA PRIMARIA;TPIC806008@istruzione.it;Non Disponibile;www.icnosengopetrosino.gov.it
SICILIA;TRAPANI;"I.C. ""GIOVANNI XXIII"" PACECO";TPAA83304L;"SCUOLA INFANZIA ""NUBIA""";VIA STEFANO PLATAMONE S.N.C. NUBIA;91027;PACECO;SCUOLA INFANZIA;TPIC83300L@istruzione.it;Non Disponibile;www.icpaceco.gov.it
SICILIA;TRAPANI;"I.C. ""GIUSEPPE GRASSA""";TPAA843014;"SCUOLA INFANZIA""S.S.G.PAOLO II?";VIA SANTORO BONANNO S.N.C.;91026;MAZARA DEL VALLO;SCUOLA INFANZIA;TPIC843007@ISTRUZIONE.IT;Non Disponibile;WWW.SCUOLAGRASSA.IT
SICILIA;TRAPANI;"I.C. ""GIUSEPPE MONTALTO""";TPIC82600D;"I.C. ""GIUSEPPE MONTALTO""";VIA E. RINALDI 156 - MARAUSA;91100;TRAPANI;ISTITUTO COMPRENSIVO;TPIC82600D@istruzione.it;tpic82600d@pec.istruzione.it;Non Disponibile
SICILIA;TRAPANI;"I.C. ""L.CAPUANA""";TPMM807026;"SC. MEDIA ""PALUMBO""";VIA EUROPA S.N.C.;91020;SALAPARUTA;SCUOLA PRIMO GRADO;TPIC807004@istruzione.it;Non Disponibile;www.icsantaninfa.gov.it
SICILIA;TRAPANI;"I.C. ""L.RADICE - PAPPALARDO""";TPAA84102D;"SC. INFANZIA ""LOMBARDO RADICE""";LARGO UNGHERIA;91022;CASTELVETRANO;SCUOLA INFANZIA;TPIC84100G@istruzione.it;Non Disponibile;www.icradicepappalardo.gov.it
SICILIA;TRAPANI;"I.C. ""LOMBARDO RADICE E.FERMI""";TPEE80901T;"PLESSO ""LOMBARDO RADICE 1""";VIA ROMA N.64;91015;CUSTONACI;SCUOLA PRIMARIA;TPIC80900Q@istruzione.it;Non Disponibile;lombardoradice-fermi.gov.it
SICILIA;TRAPANI;"I.C. ""LUIGI STURZO - ASTA""";TPEE82101C;"PRIMARIA ""M.BOSCHETTI ALBERTI""";C.DA GIARDINELLO;91025;MARSALA;SCUOLA PRIMARIA;TPIC82100A@istruzione.it;Non Disponibile;scuolasturzo.gov.it
SICILIA;TRAPANI;"I.C. ""M.NUCCIO""";TPAA81705Q;"SCUOLA INFANZIA ""CAPUANA""";VIA TRAPANI C/DA RANNA S.N.C.;91025;MARSALA;SCUOLA INFANZIA;TPIC81700P@istruzione.it;Non Disponibile;www.marionuccio.gov.it
SICILIA;TRAPANI;"I.C. ""MARIA MONTESSORI""";TPAA81101L;"SCUOLA INFANZIA ""F.APORTI""";VIALE EUROPA N.373;91011;ALCAMO;SCUOLA INFANZIA;TPIC81100Q@istruzione.it;Non Disponibile;www.icmontessorimirabella.gov.it
SICILIA;TRAPANI;"I.C. ""N.NAVARRA"" ALCAMO";TPAA81001R;"SCUOLA INFANZIA ""PINA BERNARDO""";VIA ACHILLE CAMPANILE S.N.C.;91011;ALCAMO;SCUOLA INFANZIA;TPIC81000X@istruzione.it;Non Disponibile;www.iacnavarra.gov.it
SICILIA;TRAPANI;"I.C. ""P.M. ROCCA"" ALCAMO";TPAA81204G;"SCUOLA INFANZIA ""CIULLO""";VIA FLORIO N.3;91011;ALCAMO;SCUOLA INFANZIA;TPIC81200G@istruzione.it;Non Disponibile;SCUOLAROCCALCAMO.IT
SICILIA;TRAPANI;"I.C. ""S. BAGOLINO"" ALCAMO";TPMM83401D;"S.M. ""S. BAGOLINO"" ALCAMO";VIA G. VERGA 34/D;91011;ALCAMO;SCUOLA PRIMO GRADO;TPIC83400C@istruzione.it;Non Disponibile;www.scuolabagolino.gov.it
SICILIA;TRAPANI;I.C. G.BOSCARINO-A.CASTIGLIONE;TPMM83801R;"S.M. ""G.BOSCARINO""-MAZARA VALLO";VIALE OLANDA N.2;91026;MAZARA DEL VALLO;SCUOLA PRIMO GRADO;TPIC83800Q@istruzione.it;Non Disponibile;www.icboscarinocastiglione.it
SICILIA;TRAPANI;I.C. G.GARIBALDI - V.PIPITONE;TPAA83901C;"SCUOLA INFANZIA ""VILLA ROSARIO""";VIA G. BOVIO N.2;91025;MARSALA;SCUOLA INFANZIA;TPIC83900G@istruzione.it;Non Disponibile;www.icgaribaldipipitonemarsala.gov.it
SICILIA;TRAPANI;"I.C.""L. PIRANDELLO - S.G.BOSCO""";TPMM81801G;"S.M. ""L. PIRANDELLO"" C/BELLO";PIAZZA ADDOLORATA N.1;91021;CAMPOBELLO DI MAZARA;SCUOLA PRIMO GRADO;TPIC81800E@istruzione.it;Non Disponibile;WWW.ICCAMPOBELLODIMAZARA.GOV.IT
SICILIA;TRAPANI;"I.C.S ""RITA LEVI-MONTALCINI""";TPAA82402Q;"SCUOLA INFANZIA ""SANTA LUCIA""";VIALE DELLA RESISTENZA S.N.C.;91028;PARTANNA;SCUOLA INFANZIA;TPIC82400T@istruzione.it;Non Disponibile;WWW.ICPARTANNA.IT
SICILIA;TRAPANI;"I.I.S ""GIUSEPPE FERRO""";TPIS00900X;"I.I.S ""GIUSEPPE FERRO""";VIA J. F. KENNEDY N.48;91011;ALCAMO;ISTITUTO SUPERIORE;TPIS00900X@istruzione.it;tpis00900x@pec.istruzione.it;Non Disponibile
SICILIA;TRAPANI;"I.I.S. ""CIPOLLA-PANTALEO-GENTILE""";TPIS032001;"I.I.S. ""CIPOLLA-PANTALEO-GENTILE""";"PIAZZALE PLACIDO RIZZOTTO S.N.""";91022;CASTELVETRANO;ISTITUTO SUPERIORE;TPIS032001@istruzione.it;TPIS032001@pec.istruzione.it;Non Disponibile
SICILIA;TRAPANI;"I.I.S. ""F. FERRARA"" MAZARA DEL VALLO";TPRI026019;"IPSIA - IPSS. ""F.FERRARA"" MAZARA VALLO";VIA MARIO MAFAI N.9;91026;MAZARA DEL VALLO;IST PROF INDUSTRIA E ARTIGIANATO;TPIS02600N@istruzione.it;Non Disponibile;www.itcmazara.it
SICILIA;TRAPANI;"I.I.S. ""L.S. V.FARDELLA-L.C. L.XIMENES""";TPPC02901C;"LIC. CLASSICO STATALE ""L.XIMENES""";CORSO VITTORIO EMANUELE;91100;TRAPANI;LICEO CLASSICO;TPIS029005@istruzione.it;Non Disponibile;www.liceofardella.it
SICILIA;TRAPANI;"I.I.S. ""LIC. G.G. ADRIA-G.P. BALLATORE""";TPPC024019;"LIC. CLASSICO ""G. G. ADRIA""";VIA S. M. DELLE GIUMMARE N.2;91026;MAZARA DEL VALLO;LICEO CLASSICO;TPIS024002@istruzione.it;Non Disponibile;www.liceoscientificomazara.it
SICILIA;TRAPANI;"I.I.S. ""R.SALVO"" TRAPANI";TPSL03101C;"LIC. ARTISTICO ""MICHELANGELO BUONARROTI""";VIA DEL MELOGRANO N.1;91100;TRAPANI;LICEO ARTISTICO;TPIS031005@istruzione.it;Non Disponibile;www.rosinasalvo.gov.it
SICILIA;TRAPANI;"I.I.S. ""S.CALVINO - G. B. AMICO""";TPRI028509;"IPIA IPSIA ""C. MONTELEONE"" CORSO SERALE";VIA SOCRATE N.23;91100;TRAPANI;IST PROF INDUSTRIA E ARTIGIANATO;TPIS028009@istruzione.it;Non Disponibile;http//www.iscalvinoamico.gov.it/
SICILIA;TRAPANI;"I.I.S.S. ""F. D'AGUIRRE - D. ALIGHIERI""";TPPM00201L;"LICEO PSICOPEDAGOGICO ""D. ALIGHIERI""";VIA TRIESTE N.20;91028;PARTANNA;ISTITUTO MAGISTRALE;TPIS002005@istruzione.it;Non Disponibile;www.istitutodaguirre.gov
SICILIA;TRAPANI;"I.I.S.S. ""R. D'ALTAVILLA -";TPIS01400B;"I.I.S.S. ""R. D'ALTAVILLA -";C/DA AFFACCIATA - P.ZA SANDRO PERTINI;91026;MAZARA DEL VALLO;ISTITUTO SUPERIORE;TPIS01400B@istruzione.it;tpis01400b@pec.istruzione.it;Non Disponibile
SICILIA;TRAPANI;"I.I.S.S. ""SCIASCIA E BUFALINO"" ERICE";TPRC022019;IST.PROF. PER SERV. COMM.SOCIO SANITARI;PIAZZA XXI APRILE S.N.C.;91100;TRAPANI;IST PROF PER I SERVIZI COMMERCIALI E TURISTICI;TPIS02200A@istruzione.it;Non Disponibile;http//www.sciascia-erice.gov.it/
SICILIA;TRAPANI;"I.P.S.E.O.A. "" I. E V. FLORIO"" ERICE";TPRH02002X;"IPSEOA ""I.E V.FLORIO"" SEDE CARCERIA";VIA MADONNA DI FATIMA N.222;91016;ERICE;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;TPRH02000T@istruzione.it;Non Disponibile;www.alberghieroerice.gov.it
SICILIA;TRAPANI;"I.P.S.E.O.A. ""V. TITONE""";TPRH040003;"I.P.S.E.O.A. ""V. TITONE""";VIALE DEI TEMPLI 115;91022;CASTELVETRANO;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;TPRH040003@istruzione.it;tprh040003@pec.istruzione.it;http//www.ipseoatitone.gov.it/
SICILIA;TRAPANI;"I.S. ""G.B.FERRIGNO V. ACCARDI""";TPTL021017;I.T.G. V. ACCARDI - CAMPOBELLO DI MAZARA;VIA ROMA - PROLUNGAMENTO;91021;CAMPOBELLO DI MAZARA;ISTITUTO TECNICO PER GEOMETRI;TPIS02100E@istruzione.it;Non Disponibile;www.isissdaltavilla.it
SICILIA;TRAPANI;I.T. AGRARIO A.DAMIANI CONVITTO NAZINALE;TPVC01000N;I.T. AGRARIO A.DAMIANI CONVITTO NAZINALE;VIA TRAPANI 218;91025;MARSALA;CONVITTO ANNESSO;TPVC01000N@istruzione.it;Non Disponibile;Non Disponibile
SICILIA;TRAPANI;"I.T.E.T. ""G. CARUSO"" ALCAMO";TPTD020509;"I.T.E.T. ""G. CARUSO"" SERALE ALCAMO";VIA J.F. KENNEDY N. 2;91011;ALCAMO;ISTITUTO TECNICO COMMERCIALE;TPTD02000X@istruzione.it;Non Disponibile;www.gcaruso.edu.it
SICILIA;TRAPANI;"I? CIRCOLO ""G. PASCOLI""- ERICE";TPEE03500A;"I? CIRCOLO ""G. PASCOLI""- ERICE";VIA CASERTA N.54;91100;ERICE;SCUOLA PRIMARIA;TPEE03500A@istruzione.it;tpee03500a@pec.istruzione.it;Non Disponibile
SICILIA;TRAPANI;"IC ""BORSELLINO-AJELLO"" MAZARA D";TPAA844021;"SCUOLA INFANZIA ""POGGIOREALE""";VIA POGGIOREALE S.N.C.;Non Disponibile;MAZARA DEL VALLO;SCUOLA INFANZIA;TPIC844003@ISTRUZIONE.IT;Non Disponibile;WWW.ICBORSELLINOAJELLOMAZARA.GOV.IT
SICILIA;TRAPANI;"IC ""L.PIRANDELLO""-MAZARA DEL V.";TPMM822017;"S.M. ""L.PIRANDELLO""MAZARA VALLO";VIA SALEMI179;91026;MAZARA DEL VALLO;SCUOLA PRIMO GRADO;TPIC822006@istruzione.it;Non Disponibile;www.pirandellomazara.gov.it
SICILIA;TRAPANI;II CIRCOLO - CAVOUR - MARSALA;TPAA04605R;"SCUOLA INFANZIA ""G. PIAZZA""";VIA VERDI N.27/2;91025;MARSALA;SCUOLA INFANZIA;TPEE04600R@istruzione.it;Non Disponibile;www.cavourmarsala.gov.it
SICILIA;TRAPANI;"III CIRC. ""U.DI SAVOIA"" TRAPANI";TPAA00303R;PLESSO VIA MARINO TORRE;VIA MARINO TORRE;91100;TRAPANI;SCUOLA INFANZIA;TPEE00300V@istruzione.it;Non Disponibile;www.ddumbertodisavoia.edu.it
SICILIA;TRAPANI;III CIRCOLO B.BONSIGNORE MAZARA;TPEE058003;III CIRCOLO B.BONSIGNORE MAZARA;VIA E. AMARI N.1;91026;MAZARA DEL VALLO;SCUOLA PRIMARIA;TPEE058003@istruzione.it;tpee058003@pec.istruzione.it;Non Disponibile
SICILIA;TRAPANI;"IS ""P.MATTARELLA-D.DOLCI"" C/MARE GOLFO";TPPC00801B;"IISS ""MATTARELLA-DOLCI""-LICEO CLASSICO";VIA FLEMING 19;91014;CASTELLAMMARE DEL GOLFO;LICEO CLASSICO;TPIS008004@istruzione.it;Non Disponibile;www.mattarelladolci.gov.it
SICILIA;TRAPANI;"IST. ISTRUZ. SUP. ""L.DA VINCI"" TRAPANI";TPIS01800P;"IST. ISTRUZ. SUP. ""L.DA VINCI"" TRAPANI";PIAZZA XXI APRILE S.N.C.;91100;TRAPANI;ISTITUTO SUPERIORE;TPIS01800P@istruzione.it;tpis01800p@pec.istruzione.it;Non Disponibile
SICILIA;TRAPANI;"IST.COM. ""L. BASSI -S.CATALANO""";TPAA82504N;"SCUOLA INFANZIA ""DON BOSCO""";VIA MAZZINI N.1;91100;TRAPANI;SCUOLA INFANZIA;TPIC82500N@istruzione.it;Non Disponibile;www.icliviobassi.edu.it
SICILIA;TRAPANI;"IV CIRCOLO DIDATTICO ""G.QUINCI""";TPEE05900V;"IV CIRCOLO DIDATTICO ""G.QUINCI""";VIA G. BELLI N.1;91026;MAZARA DEL VALLO;SCUOLA PRIMARIA;TPEE05900V@istruzione.it;tpee05900v@pec.istruzione.it;Non Disponibile
